Sexo;Comunidad autónoma;Enfermedades;Sí o no;Total
Hombres;Comunitat Valenciana;Incontinencia urinaria o problemas de control de la orina;No;98,01
Hombres;Comunitat Valenciana;Colesterol alto;TOTAL;100
Hombres;Comunitat Valenciana;Colesterol alto;Sí;17,44
Hombres;Comunitat Valenciana;Colesterol alto;No;82,56
Hombres;Comunitat Valenciana;Cataratas;TOTAL;100
Hombres;Comunitat Valenciana;Cataratas;Sí;3,22
Hombres;Comunitat Valenciana;Cataratas;No;96,78
Hombres;Comunitat Valenciana;Problemas crónicos de piel;TOTAL;100
Hombres;Comunitat Valenciana;Problemas crónicos de piel;Sí;5,66
Hombres;Comunitat Valenciana;Problemas crónicos de piel;No;94,34
Hombres;Comunitat Valenciana;Estreñimiento crónico;TOTAL;100
Hombres;Comunitat Valenciana;Estreñimiento crónico;Sí;2,3
Hombres;Comunitat Valenciana;Estreñimiento crónico;No;97,7
Hombres;Comunitat Valenciana;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Comunitat Valenciana;Cirrosis, disfunción hepática;Sí;0,95
Hombres;Comunitat Valenciana;Cirrosis, disfunción hepática;No;99,05
Hombres;Comunitat Valenciana;Depresión;TOTAL;100
Hombres;Comunitat Valenciana;Depresión;Sí;3,83
Hombres;Comunitat Valenciana;Depresión;No;96,17
Hombres;Comunitat Valenciana;Ansiedad crónica;TOTAL;100
Hombres;Comunitat Valenciana;Ansiedad crónica;Sí;4,61
Hombres;Comunitat Valenciana;Ansiedad crónica;No;95,39
Hombres;Comunitat Valenciana;Otros problemas mentales;TOTAL;100
Hombres;Comunitat Valenciana;Otros problemas mentales;Sí;2,45
Hombres;Comunitat Valenciana;Otros problemas mentales;No;97,55
Hombres;Comunitat Valenciana;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Comunitat Valenciana;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,49
Hombres;Comunitat Valenciana;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,51
Hombres;Comunitat Valenciana;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Comunitat Valenciana;Migraña o dolor de cabeza frecuente;Sí;4,2
Hombres;Comunitat Valenciana;Migraña o dolor de cabeza frecuente;No;95,8
Hombres;Comunitat Valenciana;Hemorroides;TOTAL;100
Hombres;Comunitat Valenciana;Hemorroides;Sí;2,61
Hombres;Comunitat Valenciana;Hemorroides;No;97,39
Hombres;Comunitat Valenciana;Tumores malignos;TOTAL;100
Hombres;Comunitat Valenciana;Tumores malignos;Sí;2,61
Hombres;Comunitat Valenciana;Tumores malignos;No;97,39
Hombres;Comunitat Valenciana;Osteoporosis;TOTAL;100
Hombres;Comunitat Valenciana;Osteoporosis;Sí;1,18
Hombres;Comunitat Valenciana;Osteoporosis;No;98,82
Hombres;Comunitat Valenciana;Problemas de tiroides;TOTAL;100
Hombres;Comunitat Valenciana;Problemas de tiroides;Sí;1,31
Hombres;Comunitat Valenciana;Problemas de tiroides;No;98,69
Hombres;Comunitat Valenciana;Problemas de riñón;TOTAL;100
Hombres;Comunitat Valenciana;Problemas de riñón;Sí;2,16
Hombres;Comunitat Valenciana;Problemas de riñón;No;97,84
Hombres;Comunitat Valenciana;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Comunitat Valenciana;Problemas de próstata (solo hombres);Sí;5,21
Hombres;Comunitat Valenciana;Problemas de próstata (solo hombres);No;94,79
Hombres;Comunitat Valenciana;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Comunitat Valenciana;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Comunitat Valenciana;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Comunitat Valenciana;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Comunitat Valenciana;Lesiones o defectos permanentes causados por un accidente;Sí;4,43
Hombres;Comunitat Valenciana;Lesiones o defectos permanentes causados por un accidente;No;95,57
Hombres;Extremadura;Tensión alta;TOTAL;100
Hombres;Extremadura;Tensión alta;Sí;19,16
Hombres;Extremadura;Tensión alta;No;80,84
Hombres;Extremadura;Infarto de miocardio;TOTAL;100
Hombres;Extremadura;Infarto de miocardio;Sí;0,27
Hombres;Extremadura;Infarto de miocardio;No;99,73
Hombres;Extremadura;Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Extremadura;Angina de pecho, enfermedad coronaria;Sí;0,74
Hombres;Extremadura;Angina de pecho, enfermedad coronaria;No;99,26
Hombres;Extremadura;Otras enfermedades del corazón;TOTAL;100
Hombres;Extremadura;Otras enfermedades del corazón;Sí;3,54
Hombres;Extremadura;Otras enfermedades del corazón;No;96,46
Hombres;Extremadura;Varices en las piernas;TOTAL;100
Hombres;Extremadura;Varices en las piernas;Sí;3,85
Hombres;Extremadura;Varices en las piernas;No;96,15
Hombres;Extremadura;Artrosis (excluyendo artritis);TOTAL;100
Hombres;Extremadura;Artrosis (excluyendo artritis);Sí;9,59
Hombres;Extremadura;Artrosis (excluyendo artritis);No;90,41
Hombres;Extremadura;Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Extremadura;Dolor de espalda crónico (cervical);Sí;9,27
Hombres;Extremadura;Dolor de espalda crónico (cervical);No;90,73
Hombres;Extremadura;Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Extremadura;Dolor de espalda crónico (lumbar);Sí;11,34
Hombres;Extremadura;Dolor de espalda crónico (lumbar);No;88,66
Hombres;Extremadura;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Extremadura;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;10,21
Hombres;Extremadura;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;89,79
Hombres;Extremadura;Asma (incluida asma alérgica);TOTAL;100
Hombres;Extremadura;Asma (incluida asma alérgica);Sí;3,51
Hombres;Extremadura;Asma (incluida asma alérgica);No;96,49
Hombres;Extremadura;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Extremadura;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;3,07
Hombres;Extremadura;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;96,93
Hombres;Extremadura;Diabetes;TOTAL;100
Hombres;Extremadura;Diabetes;Sí;7,63
Hombres;Extremadura;Diabetes;No;92,37
Hombres;Extremadura;Úlcera de estómago o duodeno;TOTAL;100
Hombres;Extremadura;Úlcera de estómago o duodeno;Sí;0,83
Hombres;Extremadura;Úlcera de estómago o duodeno;No;99,17
Hombres;Extremadura;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Extremadura;Incontinencia urinaria o problemas de control de la orina;Sí;1,89
Hombres;Extremadura;Incontinencia urinaria o problemas de control de la orina;No;98,11
Hombres;Extremadura;Colesterol alto;TOTAL;100
Hombres;Extremadura;Colesterol alto;Sí;17,11
Hombres;Extremadura;Colesterol alto;No;82,89
Hombres;Extremadura;Cataratas;TOTAL;100
Hombres;Extremadura;Cataratas;Sí;2,51
Hombres;Extremadura;Cataratas;No;97,49
Hombres;Extremadura;Problemas crónicos de piel;TOTAL;100
Hombres;Extremadura;Problemas crónicos de piel;Sí;2,5
Hombres;Extremadura;Problemas crónicos de piel;No;97,5
Hombres;Extremadura;Estreñimiento crónico;TOTAL;100
Hombres;Extremadura;Estreñimiento crónico;Sí;0,36
Hombres;Extremadura;Estreñimiento crónico;No;99,64
Hombres;Extremadura;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Extremadura;Cirrosis, disfunción hepática;Sí;0,09
Hombres;Extremadura;Cirrosis, disfunción hepática;No;99,91
Hombres;Extremadura;Depresión;TOTAL;100
Hombres;Extremadura;Depresión;Sí;2,12
Hombres;Extremadura;Depresión;No;97,88
Hombres;Extremadura;Ansiedad crónica;TOTAL;100
Hombres;Extremadura;Ansiedad crónica;Sí;2,13
Hombres;Extremadura;Ansiedad crónica;No;97,87
Hombres;Extremadura;Otros problemas mentales;TOTAL;100
Hombres;Extremadura;Otros problemas mentales;Sí;0,46
Hombres;Extremadura;Otros problemas mentales;No;99,54
Hombres;Extremadura;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Extremadura;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,18
Hombres;Extremadura;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,82
Hombres;Extremadura;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Extremadura;Migraña o dolor de cabeza frecuente;Sí;3,66
Hombres;Extremadura;Migraña o dolor de cabeza frecuente;No;96,34
Hombres;Extremadura;Hemorroides;TOTAL;100
Hombres;Extremadura;Hemorroides;Sí;1,31
Hombres;Extremadura;Hemorroides;No;98,69
Hombres;Extremadura;Tumores malignos;TOTAL;100
Hombres;Extremadura;Tumores malignos;Sí;1,97
Hombres;Extremadura;Tumores malignos;No;98,03
Hombres;Extremadura;Osteoporosis;TOTAL;100
Hombres;Extremadura;Osteoporosis;Sí;0,36
Hombres;Extremadura;Osteoporosis;No;99,64
Hombres;Extremadura;Problemas de tiroides;TOTAL;100
Hombres;Extremadura;Problemas de tiroides;Sí;2,03
Hombres;Extremadura;Problemas de tiroides;No;97,97
Hombres;Extremadura;Problemas de riñón;TOTAL;100
Hombres;Extremadura;Problemas de riñón;Sí;2,06
Hombres;Extremadura;Problemas de riñón;No;97,94
Hombres;Extremadura;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Extremadura;Problemas de próstata (solo hombres);Sí;4,09
Hombres;Extremadura;Problemas de próstata (solo hombres);No;95,91
Hombres;Extremadura;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Extremadura;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Extremadura;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Extremadura;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Extremadura;Lesiones o defectos permanentes causados por un accidente;Sí;0,43
Hombres;Extremadura;Lesiones o defectos permanentes causados por un accidente;No;99,57
Hombres;Galicia;Tensión alta;TOTAL;100
Hombres;Galicia;Tensión alta;Sí;19,12
Hombres;Galicia;Tensión alta;No;79,89
Hombres;Galicia;Infarto de miocardio;TOTAL;100
Hombres;Galicia;Infarto de miocardio;Sí;1,39
Hombres;Galicia;Infarto de miocardio;No;98,61
Hombres;Galicia;Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Galicia;Angina de pecho, enfermedad coronaria;Sí;1,56
Hombres;Galicia;Angina de pecho, enfermedad coronaria;No;98,44
Hombres;Galicia;Otras enfermedades del corazón;TOTAL;100
Hombres;Galicia;Otras enfermedades del corazón;Sí;6,57
Hombres;Galicia;Otras enfermedades del corazón;No;93,43
Hombres;Galicia;Varices en las piernas;TOTAL;100
Hombres;Galicia;Varices en las piernas;Sí;6,63
Hombres;Galicia;Varices en las piernas;No;93,37
Hombres;Galicia;Artrosis (excluyendo artritis);TOTAL;100
Hombres;Galicia;Artrosis (excluyendo artritis);Sí;12,38
Hombres;Galicia;Artrosis (excluyendo artritis);No;87,62
Hombres;Galicia;Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Galicia;Dolor de espalda crónico (cervical);Sí;15,3
Hombres;Galicia;Dolor de espalda crónico (cervical);No;84,7
Hombres;Galicia;Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Galicia;Dolor de espalda crónico (lumbar);Sí;20,76
Hombres;Galicia;Dolor de espalda crónico (lumbar);No;79,24
Hombres;Galicia;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Galicia;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;15,67
Hombres;Galicia;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;84,33
Hombres;Galicia;Asma (incluida asma alérgica);TOTAL;100
Hombres;Galicia;Asma (incluida asma alérgica);Sí;5,05
Hombres;Galicia;Asma (incluida asma alérgica);No;94,95
Hombres;Galicia;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Galicia;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;6,28
Hombres;Galicia;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;93,72
Hombres;Galicia;Diabetes;TOTAL;100
Hombres;Galicia;Diabetes;Sí;9,22
Hombres;Galicia;Diabetes;No;90,78
Hombres;Galicia;Úlcera de estómago o duodeno;TOTAL;100
Hombres;Galicia;Úlcera de estómago o duodeno;Sí;2,11
Hombres;Galicia;Úlcera de estómago o duodeno;No;97,89
Hombres;Galicia;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Galicia;Incontinencia urinaria o problemas de control de la orina;Sí;5,08
Hombres;Galicia;Incontinencia urinaria o problemas de control de la orina;No;94,92
Hombres;Galicia;Colesterol alto;TOTAL;100
Hombres;Galicia;Colesterol alto;Sí;21,41
Hombres;Galicia;Colesterol alto;No;78,59
Hombres;Galicia;Cataratas;TOTAL;100
Hombres;Galicia;Cataratas;Sí;5,1
Hombres;Galicia;Cataratas;No;94,9
Hombres;Galicia;Problemas crónicos de piel;TOTAL;100
Hombres;Galicia;Problemas crónicos de piel;Sí;7,62
Hombres;Galicia;Problemas crónicos de piel;No;92,38
Hombres;Galicia;Estreñimiento crónico;TOTAL;100
Hombres;Galicia;Estreñimiento crónico;Sí;1,94
Hombres;Galicia;Estreñimiento crónico;No;98,06
Hombres;Galicia;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Galicia;Cirrosis, disfunción hepática;Sí;1,01
Hombres;Galicia;Cirrosis, disfunción hepática;No;98,99
Hombres;Galicia;Depresión;TOTAL;100
Hombres;Galicia;Depresión;Sí;5,51
Hombres;Galicia;Depresión;No;94,49
Hombres;Galicia;Ansiedad crónica;TOTAL;100
Hombres;Galicia;Ansiedad crónica;Sí;5,22
Hombres;Galicia;Ansiedad crónica;No;94,78
Hombres;Galicia;Otros problemas mentales;TOTAL;100
Hombres;Galicia;Otros problemas mentales;Sí;2,2
Hombres;Galicia;Otros problemas mentales;No;97,8
Hombres;Galicia;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Galicia;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,73
Hombres;Galicia;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,27
Hombres;Galicia;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Galicia;Migraña o dolor de cabeza frecuente;Sí;4,5
Hombres;Galicia;Migraña o dolor de cabeza frecuente;No;95,5
Hombres;Galicia;Hemorroides;TOTAL;100
Hombres;Galicia;Hemorroides;Sí;3,03
Hombres;Galicia;Hemorroides;No;96,97
Hombres;Galicia;Tumores malignos;TOTAL;100
Hombres;Galicia;Tumores malignos;Sí;2,33
Hombres;Galicia;Tumores malignos;No;97,67
Hombres;Galicia;Osteoporosis;TOTAL;100
Hombres;Galicia;Osteoporosis;Sí;1,33
Hombres;Galicia;Osteoporosis;No;98,67
Hombres;Galicia;Problemas de tiroides;TOTAL;100
Hombres;Galicia;Problemas de tiroides;Sí;2,89
Hombres;Galicia;Problemas de tiroides;No;97,11
Hombres;Galicia;Problemas de riñón;TOTAL;100
Hombres;Galicia;Problemas de riñón;Sí;1,95
Hombres;Galicia;Problemas de riñón;No;98,05
Hombres;Galicia;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Galicia;Problemas de próstata (solo hombres);Sí;7,7
Hombres;Galicia;Problemas de próstata (solo hombres);No;92,3
Hombres;Galicia;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Galicia;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Galicia;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Galicia;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Galicia;Lesiones o defectos permanentes causados por un accidente;Sí;8,05
Hombres;Galicia;Lesiones o defectos permanentes causados por un accidente;No;91,95
Hombres;Madrid (Comunidad de);Tensión alta;TOTAL;100
Hombres;Madrid (Comunidad de);Tensión alta;Sí;17,31
Hombres;Madrid (Comunidad de);Tensión alta;No;82,52
Hombres;Madrid (Comunidad de);Infarto de miocardio;TOTAL;100
Hombres;Madrid (Comunidad de);Infarto de miocardio;Sí;1,08
Hombres;Madrid (Comunidad de);Infarto de miocardio;No;98,92
Hombres;Madrid (Comunidad de);Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Madrid (Comunidad de);Angina de pecho, enfermedad coronaria;Sí;0,57
Hombres;Madrid (Comunidad de);Angina de pecho, enfermedad coronaria;No;99,43
Hombres;Madrid (Comunidad de);Otras enfermedades del corazón;TOTAL;100
Hombres;Madrid (Comunidad de);Otras enfermedades del corazón;Sí;4,73
Hombres;Madrid (Comunidad de);Otras enfermedades del corazón;No;95,27
Hombres;Madrid (Comunidad de);Varices en las piernas;TOTAL;100
Hombres;Madrid (Comunidad de);Varices en las piernas;Sí;3,91
Hombres;Madrid (Comunidad de);Varices en las piernas;No;96,09
Hombres;Madrid (Comunidad de);Artrosis (excluyendo artritis);TOTAL;100
Hombres;Madrid (Comunidad de);Artrosis (excluyendo artritis);Sí;7,79
Hombres;Madrid (Comunidad de);Artrosis (excluyendo artritis);No;92,21
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (cervical);Sí;4,89
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (cervical);No;95,11
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (lumbar);Sí;7,19
Hombres;Madrid (Comunidad de);Dolor de espalda crónico (lumbar);No;92,81
Hombres;Madrid (Comunidad de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Madrid (Comunidad de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;14,05
Hombres;Madrid (Comunidad de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;85,95
Hombres;Madrid (Comunidad de);Asma (incluida asma alérgica);TOTAL;100
Hombres;Madrid (Comunidad de);Asma (incluida asma alérgica);Sí;3,86
Hombres;Madrid (Comunidad de);Asma (incluida asma alérgica);No;96,14
Hombres;Madrid (Comunidad de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Madrid (Comunidad de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,33
Hombres;Madrid (Comunidad de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,67
Hombres;Madrid (Comunidad de);Diabetes;TOTAL;100
Hombres;Madrid (Comunidad de);Diabetes;Sí;6,96
Hombres;Madrid (Comunidad de);Diabetes;No;93,04
Hombres;Madrid (Comunidad de);Úlcera de estómago o duodeno;TOTAL;100
Hombres;Madrid (Comunidad de);Úlcera de estómago o duodeno;Sí;0,84
Hombres;Madrid (Comunidad de);Úlcera de estómago o duodeno;No;99,16
Hombres;Madrid (Comunidad de);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Madrid (Comunidad de);Incontinencia urinaria o problemas de control de la orina;Sí;1,61
Hombres;Madrid (Comunidad de);Incontinencia urinaria o problemas de control de la orina;No;98,39
Hombres;Madrid (Comunidad de);Colesterol alto;TOTAL;100
Hombres;Madrid (Comunidad de);Colesterol alto;Sí;14,83
Hombres;Madrid (Comunidad de);Colesterol alto;No;85,17
Hombres;Madrid (Comunidad de);Cataratas;TOTAL;100
Hombres;Madrid (Comunidad de);Cataratas;Sí;1,87
Hombres;Madrid (Comunidad de);Cataratas;No;98,13
Hombres;Madrid (Comunidad de);Problemas crónicos de piel;TOTAL;100
Hombres;Madrid (Comunidad de);Problemas crónicos de piel;Sí;2,34
Hombres;Madrid (Comunidad de);Problemas crónicos de piel;No;97,66
Hombres;Madrid (Comunidad de);Estreñimiento crónico;TOTAL;100
Hombres;Madrid (Comunidad de);Estreñimiento crónico;Sí;0,82
Hombres;Madrid (Comunidad de);Estreñimiento crónico;No;99,18
Hombres;Madrid (Comunidad de);Cirrosis, disfunción hepática;TOTAL;100
Hombres;Madrid (Comunidad de);Cirrosis, disfunción hepática;Sí;0,54
Hombres;Madrid (Comunidad de);Cirrosis, disfunción hepática;No;99,46
Hombres;Madrid (Comunidad de);Depresión;TOTAL;100
Hombres;Madrid (Comunidad de);Depresión;Sí;1,73
Hombres;Madrid (Comunidad de);Depresión;No;98,27
Hombres;Madrid (Comunidad de);Ansiedad crónica;TOTAL;100
Hombres;Madrid (Comunidad de);Ansiedad crónica;Sí;1,78
Hombres;Madrid (Comunidad de);Ansiedad crónica;No;98,22
Hombres;Madrid (Comunidad de);Otros problemas mentales;TOTAL;100
Hombres;Madrid (Comunidad de);Otros problemas mentales;Sí;1,14
Hombres;Madrid (Comunidad de);Otros problemas mentales;No;98,86
Hombres;Madrid (Comunidad de);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Madrid (Comunidad de);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,63
Hombres;Madrid (Comunidad de);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,37
Hombres;Madrid (Comunidad de);Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Madrid (Comunidad de);Migraña o dolor de cabeza frecuente;Sí;3,05
Hombres;Madrid (Comunidad de);Migraña o dolor de cabeza frecuente;No;96,95
Hombres;Madrid (Comunidad de);Hemorroides;TOTAL;100
Hombres;Madrid (Comunidad de);Hemorroides;Sí;1,79
Hombres;Madrid (Comunidad de);Hemorroides;No;98,21
Hombres;Madrid (Comunidad de);Tumores malignos;TOTAL;100
Hombres;Madrid (Comunidad de);Tumores malignos;Sí;1,81
Hombres;Madrid (Comunidad de);Tumores malignos;No;98,19
Hombres;Madrid (Comunidad de);Osteoporosis;TOTAL;100
Hombres;Madrid (Comunidad de);Osteoporosis;Sí;0,29
Hombres;Madrid (Comunidad de);Osteoporosis;No;99,71
Hombres;Madrid (Comunidad de);Problemas de tiroides;TOTAL;100
Hombres;Madrid (Comunidad de);Problemas de tiroides;Sí;2,24
Hombres;Madrid (Comunidad de);Problemas de tiroides;No;97,76
Hombres;Madrid (Comunidad de);Problemas de riñón;TOTAL;100
Hombres;Madrid (Comunidad de);Problemas de riñón;Sí;1,97
Hombres;Madrid (Comunidad de);Problemas de riñón;No;98,03
Hombres;Madrid (Comunidad de);Problemas de próstata (solo hombres);TOTAL;100
Hombres;Madrid (Comunidad de);Problemas de próstata (solo hombres);Sí;4,6
Hombres;Madrid (Comunidad de);Problemas de próstata (solo hombres);No;95,4
Hombres;Madrid (Comunidad de);Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Madrid (Comunidad de);Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Madrid (Comunidad de);Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Madrid (Comunidad de);Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Madrid (Comunidad de);Lesiones o defectos permanentes causados por un accidente;Sí;2,73
Hombres;Madrid (Comunidad de);Lesiones o defectos permanentes causados por un accidente;No;97,27
Hombres;Murcia (Región de);Tensión alta;TOTAL;100
Hombres;Murcia (Región de);Tensión alta;Sí;17,38
Hombres;Murcia (Región de);Tensión alta;No;82,04
Hombres;Murcia (Región de);Infarto de miocardio;TOTAL;100
Hombres;Murcia (Región de);Infarto de miocardio;Sí;0,97
Hombres;Murcia (Región de);Infarto de miocardio;No;99,03
Hombres;Murcia (Región de);Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Murcia (Región de);Angina de pecho, enfermedad coronaria;Sí;0,15
Hombres;Murcia (Región de);Angina de pecho, enfermedad coronaria;No;99,85
Hombres;Murcia (Región de);Otras enfermedades del corazón;TOTAL;100
Hombres;Murcia (Región de);Otras enfermedades del corazón;Sí;2,11
Hombres;Murcia (Región de);Otras enfermedades del corazón;No;97,89
Hombres;Murcia (Región de);Varices en las piernas;TOTAL;100
Hombres;Murcia (Región de);Varices en las piernas;Sí;4,84
Hombres;Murcia (Región de);Varices en las piernas;No;95,16
Hombres;Murcia (Región de);Artrosis (excluyendo artritis);TOTAL;100
Hombres;Murcia (Región de);Artrosis (excluyendo artritis);Sí;13,38
Hombres;Murcia (Región de);Artrosis (excluyendo artritis);No;86,62
Hombres;Murcia (Región de);Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Murcia (Región de);Dolor de espalda crónico (cervical);Sí;7,33
Hombres;Murcia (Región de);Dolor de espalda crónico (cervical);No;92,67
Hombres;Murcia (Región de);Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Murcia (Región de);Dolor de espalda crónico (lumbar);Sí;10,56
Hombres;Murcia (Región de);Dolor de espalda crónico (lumbar);No;89,44
Hombres;Murcia (Región de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Murcia (Región de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;12,78
Hombres;Murcia (Región de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;87,22
Hombres;Murcia (Región de);Asma (incluida asma alérgica);TOTAL;100
Hombres;Murcia (Región de);Asma (incluida asma alérgica);Sí;3,7
Hombres;Murcia (Región de);Asma (incluida asma alérgica);No;96,3
Hombres;Murcia (Región de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Murcia (Región de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;3,62
Hombres;Murcia (Región de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;96,38
Hombres;Murcia (Región de);Diabetes;TOTAL;100
Hombres;Murcia (Región de);Diabetes;Sí;12,18
Hombres;Murcia (Región de);Diabetes;No;87,82
Hombres;Murcia (Región de);Úlcera de estómago o duodeno;TOTAL;100
Hombres;Murcia (Región de);Úlcera de estómago o duodeno;Sí;0,55
Hombres;Murcia (Región de);Úlcera de estómago o duodeno;No;99,45
Hombres;Murcia (Región de);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Murcia (Región de);Incontinencia urinaria o problemas de control de la orina;Sí;2,2
Hombres;Murcia (Región de);Incontinencia urinaria o problemas de control de la orina;No;97,8
Hombres;Murcia (Región de);Colesterol alto;TOTAL;100
Hombres;Murcia (Región de);Colesterol alto;Sí;18,3
Hombres;Murcia (Región de);Colesterol alto;No;81,7
Hombres;Murcia (Región de);Cataratas;TOTAL;100
Hombres;Murcia (Región de);Cataratas;Sí;5,39
Hombres;Murcia (Región de);Cataratas;No;94,61
Hombres;Murcia (Región de);Problemas crónicos de piel;TOTAL;100
Hombres;Murcia (Región de);Problemas crónicos de piel;Sí;2,7
Hombres;Murcia (Región de);Problemas crónicos de piel;No;97,3
