Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Hombres	Total	Murcia (Región de)	Tumores malignos	Sí	1.62
Hombres	Total	Murcia (Región de)	Tumores malignos	No	98.38
Hombres	Total	Murcia (Región de)	Osteoporosis	TOTAL	100
Hombres	Total	Murcia (Región de)	Osteoporosis	Sí	1.7
Hombres	Total	Murcia (Región de)	Osteoporosis	No	98.3
Hombres	Total	Murcia (Región de)	Problemas de tiroides	TOTAL	100
Hombres	Total	Murcia (Región de)	Problemas de tiroides	Sí	1.02
Hombres	Total	Murcia (Región de)	Problemas de tiroides	No	98.98
Hombres	Total	Murcia (Región de)	Problemas de riñón	TOTAL	100
Hombres	Total	Murcia (Región de)	Problemas de riñón	Sí	1.88
Hombres	Total	Murcia (Región de)	Problemas de riñón	No	98.12
Hombres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	Sí	3.37
Hombres	Total	Murcia (Región de)	Problemas de próstata (solo hombres)	No	96.63
Hombres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	Murcia (Región de)	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	Sí	2.74
Hombres	Total	Murcia (Región de)	Lesiones o defectos permanentes causados por un accidente	No	97.26
Hombres	Total	Navarra (Comunidad Foral de)	Tensión alta	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Tensión alta	Sí	18.27
Hombres	Total	Navarra (Comunidad Foral de)	Tensión alta	No	80.8
Hombres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	Sí	2.7
Hombres	Total	Navarra (Comunidad Foral de)	Infarto de miocardio	No	97.3
Hombres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	Sí	1
Hombres	Total	Navarra (Comunidad Foral de)	Angina de pecho. enfermedad coronaria	No	99
Hombres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	Sí	5.04
Hombres	Total	Navarra (Comunidad Foral de)	Otras enfermedades del corazón	No	94.96
Hombres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	Sí	4.97
Hombres	Total	Navarra (Comunidad Foral de)	Varices en las piernas	No	95.03
Hombres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	Sí	8.3
Hombres	Total	Navarra (Comunidad Foral de)	Artrosis (excluyendo artritis)	No	91.7
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	Sí	5.46
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (cervical)	No	94.54
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	Sí	9.73
Hombres	Total	Navarra (Comunidad Foral de)	Dolor de espalda crónico (lumbar)	No	90.27
Hombres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	8.6
Hombres	Total	Navarra (Comunidad Foral de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	91.4
Hombres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	Sí	4
Hombres	Total	Navarra (Comunidad Foral de)	Asma (incluida asma alérgica)	No	96
Hombres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.64
Hombres	Total	Navarra (Comunidad Foral de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.36
Hombres	Total	Navarra (Comunidad Foral de)	Diabetes	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Diabetes	Sí	5.97
Hombres	Total	Navarra (Comunidad Foral de)	Diabetes	No	94.03
Hombres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	Sí	1.27
Hombres	Total	Navarra (Comunidad Foral de)	Úlcera de estómago o duodeno	No	98.73
Hombres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	Sí	4.1
Hombres	Total	Navarra (Comunidad Foral de)	Incontinencia urinaria o problemas de control de la orina	No	95.9
Hombres	Total	Navarra (Comunidad Foral de)	Colesterol alto	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Colesterol alto	Sí	19.22
Hombres	Total	Navarra (Comunidad Foral de)	Colesterol alto	No	80.78
Hombres	Total	Navarra (Comunidad Foral de)	Cataratas	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Cataratas	Sí	2.66
Hombres	Total	Navarra (Comunidad Foral de)	Cataratas	No	97.34
Hombres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	Sí	4.39
Hombres	Total	Navarra (Comunidad Foral de)	Problemas crónicos de piel	No	95.61
Hombres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	Sí	1.35
Hombres	Total	Navarra (Comunidad Foral de)	Estreñimiento crónico	No	98.65
Hombres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	Sí	0.68
Hombres	Total	Navarra (Comunidad Foral de)	Cirrosis. disfunción hepática	No	99.32
Hombres	Total	Navarra (Comunidad Foral de)	Depresión	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Depresión	Sí	3.48
Hombres	Total	Navarra (Comunidad Foral de)	Depresión	No	96.52
Hombres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	Sí	3.45
Hombres	Total	Navarra (Comunidad Foral de)	Ansiedad crónica	No	96.55
Hombres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	Sí	2.08
Hombres	Total	Navarra (Comunidad Foral de)	Otros problemas mentales	No	97.92
Hombres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.08
Hombres	Total	Navarra (Comunidad Foral de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.92
Hombres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	Sí	1.97
Hombres	Total	Navarra (Comunidad Foral de)	Migraña o dolor de cabeza frecuente	No	98.03
Hombres	Total	Navarra (Comunidad Foral de)	Hemorroides	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Hemorroides	Sí	2.78
Hombres	Total	Navarra (Comunidad Foral de)	Hemorroides	No	97.22
Hombres	Total	Navarra (Comunidad Foral de)	Tumores malignos	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Tumores malignos	Sí	0.6
Hombres	Total	Navarra (Comunidad Foral de)	Tumores malignos	No	99.4
Hombres	Total	Navarra (Comunidad Foral de)	Osteoporosis	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Osteoporosis	Sí	0
Hombres	Total	Navarra (Comunidad Foral de)	Osteoporosis	No	100
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	Sí	0.49
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de tiroides	No	99.51
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	Sí	3.13
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de riñón	No	96.87
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	Sí	4.86
Hombres	Total	Navarra (Comunidad Foral de)	Problemas de próstata (solo hombres)	No	95.14
Hombres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	Navarra (Comunidad Foral de)	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	Sí	7.58
Hombres	Total	Navarra (Comunidad Foral de)	Lesiones o defectos permanentes causados por un accidente	No	92.42
Hombres	Total	País Vasco	Tensión alta	TOTAL	100
Hombres	Total	País Vasco	Tensión alta	Sí	17.97
Hombres	Total	País Vasco	Tensión alta	No	80.21
Hombres	Total	País Vasco	Infarto de miocardio	TOTAL	100
Hombres	Total	País Vasco	Infarto de miocardio	Sí	0.64
Hombres	Total	País Vasco	Infarto de miocardio	No	99.36
Hombres	Total	País Vasco	Angina de pecho. enfermedad coronaria	TOTAL	100
Hombres	Total	País Vasco	Angina de pecho. enfermedad coronaria	Sí	0.49
Hombres	Total	País Vasco	Angina de pecho. enfermedad coronaria	No	99.51
Hombres	Total	País Vasco	Otras enfermedades del corazón	TOTAL	100
Hombres	Total	País Vasco	Otras enfermedades del corazón	Sí	5.04
Hombres	Total	País Vasco	Otras enfermedades del corazón	No	94.96
Hombres	Total	País Vasco	Varices en las piernas	TOTAL	100
Hombres	Total	País Vasco	Varices en las piernas	Sí	5.53
Hombres	Total	País Vasco	Varices en las piernas	No	94.47
Hombres	Total	País Vasco	Artrosis (excluyendo artritis)	TOTAL	100
Hombres	Total	País Vasco	Artrosis (excluyendo artritis)	Sí	10.05
Hombres	Total	País Vasco	Artrosis (excluyendo artritis)	No	89.95
Hombres	Total	País Vasco	Dolor de espalda crónico (cervical)	TOTAL	100
Hombres	Total	País Vasco	Dolor de espalda crónico (cervical)	Sí	7.82
Hombres	Total	País Vasco	Dolor de espalda crónico (cervical)	No	92.18
Hombres	Total	País Vasco	Dolor de espalda crónico (lumbar)	TOTAL	100
Hombres	Total	País Vasco	Dolor de espalda crónico (lumbar)	Sí	11.75
Hombres	Total	País Vasco	Dolor de espalda crónico (lumbar)	No	88.25
Hombres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Hombres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	6.18
Hombres	Total	País Vasco	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	93.82
Hombres	Total	País Vasco	Asma (incluida asma alérgica)	TOTAL	100
Hombres	Total	País Vasco	Asma (incluida asma alérgica)	Sí	4.71
Hombres	Total	País Vasco	Asma (incluida asma alérgica)	No	95.29
Hombres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Hombres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.84
Hombres	Total	País Vasco	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.16
Hombres	Total	País Vasco	Diabetes	TOTAL	100
Hombres	Total	País Vasco	Diabetes	Sí	6.98
Hombres	Total	País Vasco	Diabetes	No	93.02
Hombres	Total	País Vasco	Úlcera de estómago o duodeno	TOTAL	100
Hombres	Total	País Vasco	Úlcera de estómago o duodeno	Sí	1
Hombres	Total	País Vasco	Úlcera de estómago o duodeno	No	99
Hombres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Hombres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	Sí	2.07
Hombres	Total	País Vasco	Incontinencia urinaria o problemas de control de la orina	No	97.93
Hombres	Total	País Vasco	Colesterol alto	TOTAL	100
Hombres	Total	País Vasco	Colesterol alto	Sí	16.11
Hombres	Total	País Vasco	Colesterol alto	No	83.89
Hombres	Total	País Vasco	Cataratas	TOTAL	100
Hombres	Total	País Vasco	Cataratas	Sí	4.24
Hombres	Total	País Vasco	Cataratas	No	95.76
Hombres	Total	País Vasco	Problemas crónicos de piel	TOTAL	100
Hombres	Total	País Vasco	Problemas crónicos de piel	Sí	4.06
Hombres	Total	País Vasco	Problemas crónicos de piel	No	95.94
Hombres	Total	País Vasco	Estreñimiento crónico	TOTAL	100
Hombres	Total	País Vasco	Estreñimiento crónico	Sí	1.25
Hombres	Total	País Vasco	Estreñimiento crónico	No	98.75
Hombres	Total	País Vasco	Cirrosis. disfunción hepática	TOTAL	100
Hombres	Total	País Vasco	Cirrosis. disfunción hepática	Sí	1.4
Hombres	Total	País Vasco	Cirrosis. disfunción hepática	No	98.6
Hombres	Total	País Vasco	Depresión	TOTAL	100
Hombres	Total	País Vasco	Depresión	Sí	2.94
Hombres	Total	País Vasco	Depresión	No	97.06
Hombres	Total	País Vasco	Ansiedad crónica	TOTAL	100
Hombres	Total	País Vasco	Ansiedad crónica	Sí	3.44
Hombres	Total	País Vasco	Ansiedad crónica	No	96.56
Hombres	Total	País Vasco	Otros problemas mentales	TOTAL	100
Hombres	Total	País Vasco	Otros problemas mentales	Sí	1.87
Hombres	Total	País Vasco	Otros problemas mentales	No	98.13
Hombres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Hombres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.46
Hombres	Total	País Vasco	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.54
Hombres	Total	País Vasco	Migraña o dolor de cabeza frecuente	TOTAL	100
Hombres	Total	País Vasco	Migraña o dolor de cabeza frecuente	Sí	3.96
Hombres	Total	País Vasco	Migraña o dolor de cabeza frecuente	No	96.04
Hombres	Total	País Vasco	Hemorroides	TOTAL	100
Hombres	Total	País Vasco	Hemorroides	Sí	3.04
Hombres	Total	País Vasco	Hemorroides	No	96.96
Hombres	Total	País Vasco	Tumores malignos	TOTAL	100
Hombres	Total	País Vasco	Tumores malignos	Sí	2.19
Hombres	Total	País Vasco	Tumores malignos	No	97.81
Hombres	Total	País Vasco	Osteoporosis	TOTAL	100
Hombres	Total	País Vasco	Osteoporosis	Sí	0.13
Hombres	Total	País Vasco	Osteoporosis	No	99.87
Hombres	Total	País Vasco	Problemas de tiroides	TOTAL	100
Hombres	Total	País Vasco	Problemas de tiroides	Sí	0.87
Hombres	Total	País Vasco	Problemas de tiroides	No	99.13
Hombres	Total	País Vasco	Problemas de riñón	TOTAL	100
Hombres	Total	País Vasco	Problemas de riñón	Sí	2.14
Hombres	Total	País Vasco	Problemas de riñón	No	97.86
Hombres	Total	País Vasco	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	País Vasco	Problemas de próstata (solo hombres)	Sí	4.94
Hombres	Total	País Vasco	Problemas de próstata (solo hombres)	No	95.06
Hombres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	País Vasco	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	Sí	6.27
Hombres	Total	País Vasco	Lesiones o defectos permanentes causados por un accidente	No	93.73
Hombres	Total	Rioja (La)	Tensión alta	TOTAL	100
Hombres	Total	Rioja (La)	Tensión alta	Sí	17.3
Hombres	Total	Rioja (La)	Tensión alta	No	79.4
Hombres	Total	Rioja (La)	Infarto de miocardio	TOTAL	100
Hombres	Total	Rioja (La)	Infarto de miocardio	Sí	0.64
Hombres	Total	Rioja (La)	Infarto de miocardio	No	99.36
Hombres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	TOTAL	100
Hombres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	Sí	0.77
Hombres	Total	Rioja (La)	Angina de pecho. enfermedad coronaria	No	99.23
Hombres	Total	Rioja (La)	Otras enfermedades del corazón	TOTAL	100
Hombres	Total	Rioja (La)	Otras enfermedades del corazón	Sí	4.87
Hombres	Total	Rioja (La)	Otras enfermedades del corazón	No	95.13
Hombres	Total	Rioja (La)	Varices en las piernas	TOTAL	100
Hombres	Total	Rioja (La)	Varices en las piernas	Sí	5.37
Hombres	Total	Rioja (La)	Varices en las piernas	No	94.63
Hombres	Total	Rioja (La)	Artrosis (excluyendo artritis)	TOTAL	100
Hombres	Total	Rioja (La)	Artrosis (excluyendo artritis)	Sí	11.28
Hombres	Total	Rioja (La)	Artrosis (excluyendo artritis)	No	88.72
Hombres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	TOTAL	100
Hombres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	Sí	6.33
Hombres	Total	Rioja (La)	Dolor de espalda crónico (cervical)	No	93.67
Hombres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	TOTAL	100
Hombres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	Sí	8.1
Hombres	Total	Rioja (La)	Dolor de espalda crónico (lumbar)	No	91.9
Hombres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Hombres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	8.7
Hombres	Total	Rioja (La)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	91.3
Hombres	Total	Rioja (La)	Asma (incluida asma alérgica)	TOTAL	100
Hombres	Total	Rioja (La)	Asma (incluida asma alérgica)	Sí	2.58
Hombres	Total	Rioja (La)	Asma (incluida asma alérgica)	No	97.42
Hombres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Hombres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.28
Hombres	Total	Rioja (La)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.72
Hombres	Total	Rioja (La)	Diabetes	TOTAL	100
Hombres	Total	Rioja (La)	Diabetes	Sí	7.49
Hombres	Total	Rioja (La)	Diabetes	No	92.51
Hombres	Total	Rioja (La)	Úlcera de estómago o duodeno	TOTAL	100
Hombres	Total	Rioja (La)	Úlcera de estómago o duodeno	Sí	0.77
Hombres	Total	Rioja (La)	Úlcera de estómago o duodeno	No	99.23
Hombres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Hombres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	Sí	3.94
Hombres	Total	Rioja (La)	Incontinencia urinaria o problemas de control de la orina	No	96.06
Hombres	Total	Rioja (La)	Colesterol alto	TOTAL	100
Hombres	Total	Rioja (La)	Colesterol alto	Sí	15.6
Hombres	Total	Rioja (La)	Colesterol alto	No	84.4
Hombres	Total	Rioja (La)	Cataratas	TOTAL	100
Hombres	Total	Rioja (La)	Cataratas	Sí	3.56
Hombres	Total	Rioja (La)	Cataratas	No	96.44
Hombres	Total	Rioja (La)	Problemas crónicos de piel	TOTAL	100
Hombres	Total	Rioja (La)	Problemas crónicos de piel	Sí	4.42
Hombres	Total	Rioja (La)	Problemas crónicos de piel	No	95.58
Hombres	Total	Rioja (La)	Estreñimiento crónico	TOTAL	100
Hombres	Total	Rioja (La)	Estreñimiento crónico	Sí	0.72
Hombres	Total	Rioja (La)	Estreñimiento crónico	No	99.28
Hombres	Total	Rioja (La)	Cirrosis. disfunción hepática	TOTAL	100
Hombres	Total	Rioja (La)	Cirrosis. disfunción hepática	Sí	0.24
Hombres	Total	Rioja (La)	Cirrosis. disfunción hepática	No	99.76
Hombres	Total	Rioja (La)	Depresión	TOTAL	100
Hombres	Total	Rioja (La)	Depresión	Sí	2.6
Hombres	Total	Rioja (La)	Depresión	No	97.4
Hombres	Total	Rioja (La)	Ansiedad crónica	TOTAL	100
Hombres	Total	Rioja (La)	Ansiedad crónica	Sí	0.93
Hombres	Total	Rioja (La)	Ansiedad crónica	No	99.07
Hombres	Total	Rioja (La)	Otros problemas mentales	TOTAL	100
Hombres	Total	Rioja (La)	Otros problemas mentales	Sí	0.92
Hombres	Total	Rioja (La)	Otros problemas mentales	No	99.08
Hombres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Hombres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.59
Hombres	Total	Rioja (La)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.41
Hombres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	TOTAL	100
Hombres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	Sí	1.69
Hombres	Total	Rioja (La)	Migraña o dolor de cabeza frecuente	No	98.31
Hombres	Total	Rioja (La)	Hemorroides	TOTAL	100
Hombres	Total	Rioja (La)	Hemorroides	Sí	3.77
Hombres	Total	Rioja (La)	Hemorroides	No	96.23
Hombres	Total	Rioja (La)	Tumores malignos	TOTAL	100
Hombres	Total	Rioja (La)	Tumores malignos	Sí	0.94
Hombres	Total	Rioja (La)	Tumores malignos	No	99.06
Hombres	Total	Rioja (La)	Osteoporosis	TOTAL	100
Hombres	Total	Rioja (La)	Osteoporosis	Sí	0.59
Hombres	Total	Rioja (La)	Osteoporosis	No	99.41
Hombres	Total	Rioja (La)	Problemas de tiroides	TOTAL	100
Hombres	Total	Rioja (La)	Problemas de tiroides	Sí	2.29
Hombres	Total	Rioja (La)	Problemas de tiroides	No	97.71
Hombres	Total	Rioja (La)	Problemas de riñón	TOTAL	100
Hombres	Total	Rioja (La)	Problemas de riñón	Sí	2.47
Hombres	Total	Rioja (La)	Problemas de riñón	No	97.53
Hombres	Total	Rioja (La)	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	Rioja (La)	Problemas de próstata (solo hombres)	Sí	6.25
Hombres	Total	Rioja (La)	Problemas de próstata (solo hombres)	No	93.75
Hombres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	Rioja (La)	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	Sí	7.73
Hombres	Total	Rioja (La)	Lesiones o defectos permanentes causados por un accidente	No	92.27
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	Sí	10.66
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tensión alta	No	88.21
Hombres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	Sí	0.72
Hombres	Total	Ceuta (Ciudad Autónoma de)	Infarto de miocardio	No	99.28
Hombres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	Sí	0.83
Hombres	Total	Ceuta (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	No	99.17
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	Sí	1.46
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otras enfermedades del corazón	No	98.54
Hombres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Varices en las piernas	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	Sí	4.95
Hombres	Total	Ceuta (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	No	95.05
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	Sí	1.92
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	No	98.08
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	Sí	7.76
Hombres	Total	Ceuta (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	No	92.24
Hombres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	2.28
Hombres	Total	Ceuta (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	97.72
Hombres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	TOTAL	100
